iris_code,iris_name,zone,observed_prix_m2,value_trap_score,alpha_score
940790104,Les Luats,PetiteCouronne,4860.0,65.1,29.4
954880105,Ouest,GrandeCouronne,4308.5,85.3,29.4
920320103,Paradis-Blagis,PetiteCouronne,5499.0,82.6,29.3
751176817,Épinettes 17,Paris,9262.0,69.4,29.2
920500605,Les Groues-Préfecture,PetiteCouronne,5500.0,73.6,29.2
930550603,Auteurs Pommiers,PetiteCouronne,7955.5,73.1,29.2
940030105,Jean-Macé 2,PetiteCouronne,5391.0,69.9,29.1
751207814,Saint-Fargeau 14,Paris,8794.5,63.2,29.0
785900000,Senlisse (commune non irisée),GrandeCouronne,3793.0,83.4,29.0
916450101,Morte Rivière-Les Prés Bouchards,GrandeCouronne,4769.0,60.4,29.0
954760103,L'Oseraie,GrandeCouronne,3988.0,83.6,28.8
751207910,Père Lachaise 10,Paris,9333.0,66.2,28.8
786400102,Vélizy Bas Centre Nord,GrandeCouronne,7037.0,60.3,28.8
940810106,Ferme Sud,PetiteCouronne,5107.0,68.8,28.6
920330103,Les Bures,PetiteCouronne,6419.0,63.2,28.6
751135010,Gare 10,Paris,9522.0,60.1,28.6
751145618,Plaisance 18,Paris,9242.0,61.7,28.6
751135202,Croulebarbe 2,Paris,9947.0,62.8,28.6
952190102,Grande Tour,GrandeCouronne,4284.5,74.5,28.5
920500408,Joliot Boule,PetiteCouronne,6090.5,68.2,28.4
751197312,Villette 12,Paris,8873.0,62.2,28.1
953870000,Menouville (commune non irisée),GrandeCouronne,3634.5,96.6,28.1
751156006,Javel 6,Paris,9868.0,60.5,28.0
952580000,Frouville (commune non irisée),GrandeCouronne,3675.5,82.6,27.9
952030110,Le Bois du Luat,GrandeCouronne,4244.5,60.0,27.9
920040503,Grésillons III,PetiteCouronne,6302.0,67.7,27.9
751135025,Gare 25,Paris,8199.0,62.2,27.8
930630109,Grands Champs 02,PetiteCouronne,5763.5,67.4,27.7
781900101,Plaine des Courlis,GrandeCouronne,5920.0,66.6,27.5
920750102,Châtillon,PetiteCouronne,6998.0,67.3,27.5
751208018,Charonne 18,Paris,8469.0,61.1,27.4
751187207,Chapelle 7,Paris,7955.0,61.4,27.4
920460111,Le Clos,PetiteCouronne,6630.0,63.6,27.4
751197310,Villette 10,Paris,6357.0,63.8,27.2
940030108,Laplace 1,PetiteCouronne,5444.5,67.6,27.1
920480102,Meudon la Forêt 2,PetiteCouronne,5487.0,74.6,27.1
911220104,Hacquinière Paris Chevreuse,GrandeCouronne,4477.0,63.7,27.0
751124802,Quinze-Vingts 2,Paris,9843.0,64.5,26.8
785510101,Iris 1,GrandeCouronne,5357.0,70.1,26.7
751176714,Batignolles 14,Paris,10000.0,65.5,26.7
916790000,Villiers-le-Bâcle (commune non irisée),GrandeCouronne,4406.0,63.0,26.7
920350112,Moulin Bailly,PetiteCouronne,6182.0,65.6,26.6
930480604,Centre Ville Jean Moulin Espoir 4,PetiteCouronne,6833.0,70.6,26.5
920500804,Acacias Ouest,PetiteCouronne,4821.0,80.9,26.2
751155717,Saint-Lambert 17,Paris,9380.0,61.7,26.2
930630111,Ormes,PetiteCouronne,5923.0,64.9,26.1
786460304,Chantiers 4,GrandeCouronne,6106.0,65.8,26.1
751155704,Saint-Lambert 4,Paris,8209.0,70.6,26.0
751207916,Père Lachaise 16,Paris,8809.0,61.9,26.0
751135017,Gare 17,Paris,11541.0,66.4,26.0
751155801,Necker 1,Paris,10393.0,71.5,25.9
786460207,Montreuil 7,GrandeCouronne,6906.0,64.2,25.9
751145611,Plaisance 11,Paris,9189.0,65.1,25.9
751155713,Saint-Lambert 13,Paris,10042.5,62.2,25.9
930500115,Iris 15,PetiteCouronne,4211.0,80.9,25.9
751145609,Plaisance 9,Paris,9187.5,69.7,25.8
751145302,Montparnasse 2,Paris,11662.0,62.2,25.8
751114303,Roquette 3,Paris,10661.0,67.9,25.7
751010303,Palais Royal 3,Paris,14949.5,64.3,25.7
781580108,Saint-Antoine,GrandeCouronne,8374.0,63.0,25.7
751156007,Javel 7,Paris,8886.0,64.0,25.6
751197409,Pont de Flandre 9,Paris,6856.0,77.1,25.6
940680602,Les Mûriers 2,PetiteCouronne,5730.0,60.9,25.5
940680501,La Varenne 1,PetiteCouronne,6767.0,61.0,25.4
784180103,La Borde,GrandeCouronne,5703.0,62.7,25.4
751145308,Montparnasse 8,Paris,11768.0,60.7,25.3
780340000,Auteuil (commune non irisée),GrandeCouronne,3846.0,93.6,25.3
751124507,Bel-Air 7,Paris,9361.5,62.1,25.1
751197306,Villette 6,Paris,8531.0,72.2,24.9
751135028,Gare 28,Paris,7326.0,68.2,24.9
781580107,Rueil,GrandeCouronne,7715.0,65.2,24.8
786400103,Le Clos,GrandeCouronne,6333.0,62.2,24.8
751134901,Salpêtrière 1,Paris,9265.5,63.5,24.8
751145606,Plaisance 6,Paris,9444.0,61.3,24.7
751083101,Madeleine 1,Paris,11897.5,70.3,24.7
920440121,Eiffel 4,PetiteCouronne,8330.5,64.8,24.7
786460505,Clagny 5,GrandeCouronne,6949.0,66.1,24.6
751197403,Pont de Flandre 3,Paris,8566.0,60.1,24.6
751083108,Madeleine 8,Paris,10938.0,60.8,24.6
751124609,Picpus 9,Paris,8979.0,67.2,24.5
920500101,Chenevreux,PetiteCouronne,5711.0,70.4,24.5
920120403,République Point du Jour 6,PetiteCouronne,7656.0,70.0,24.4
751124813,Quinze-Vingts 13,Paris,10981.0,73.7,24.4
751155702,Saint-Lambert 2,Paris,8366.5,69.7,24.4
751155727,Saint-Lambert 27,Paris,10690.0,66.8,24.1
920260505,Diderot,PetiteCouronne,7083.0,60.4,24.0
751135115,Maison Blanche 15,Paris,8540.0,61.2,24.0
920630501,Buzenval 1,PetiteCouronne,5938.0,60.7,24.0
751208022,Charonne 22,Paris,7500.0,73.3,23.9
751135119,Maison Blanche 19,Paris,9442.0,71.6,23.9
786460503,Clagny 3,GrandeCouronne,6326.0,66.4,23.9
782420106,Parc Montaigne Église,GrandeCouronne,5393.5,75.3,23.8
930500108,Iris 8,PetiteCouronne,4522.0,77.5,23.8
920470000,Marnes-la-Coquette (commune non irisée),PetiteCouronne,6942.0,69.5,23.8
930480205,Bas Montreuil Est 5,PetiteCouronne,6452.0,69.8,23.6
940370101,Centre Ville 1,PetiteCouronne,5957.0,84.1,23.6
751135111,Maison Blanche 11,Paris,9079.0,64.8,23.6
940680803,Saint-Maur Créteil 3,PetiteCouronne,6448.0,69.0,23.6
914770106,Lozère,GrandeCouronne,4793.0,60.6,23.6
920620305,Seine 2,PetiteCouronne,7500.0,60.8,23.6
751208004,Charonne 4,Paris,9133.0,65.5,23.5
920640101,Fouilleuse,PetiteCouronne,6529.0,62.4,23.5
783220105,Les Metz Pont Colbert,GrandeCouronne,5814.0,62.0,23.5
920230102,Centre Ville 2,PetiteCouronne,6246.0,60.2,23.5
952100501,Centre Ville-Tour du Lac,GrandeCouronne,5887.0,60.8,23.4
920260702,Hôtel de Ville,PetiteCouronne,6597.0,69.9,23.4
952100301,Residentiel-Place Verdun,GrandeCouronne,5949.0,67.3,23.4
920230101,Centre Ville 1,PetiteCouronne,6386.0,64.2,23.4
751197525,Amérique 25,Paris,6497.0,72.1,23.3
751176614,Plaine Monceau 14,Paris,9545.0,66.1,23.3
751135023,Gare 23,Paris,8222.0,72.9,23.2
751207911,Père Lachaise 11,Paris,9103.0,60.0,23.1
785861101,L'Union Nord,GrandeCouronne,4690.5,63.3,23.1
751197406,Pont de Flandre 6,Paris,7174.0,62.2,23.0
920480204,Bas Meudon 2,PetiteCouronne,7214.0,63.2,23.0
751145617,Plaisance 17,Paris,10221.0,73.1,23.0
920360202,Fossé de l'Aumône 2,PetiteCouronne,5193.0,67.2,23.0
751114319,Roquette 19,Paris,10574.0,71.3,22.9
781580102,Aubert,GrandeCouronne,5359.0,76.8,22.9
920120404,République Point du Jour 5,PetiteCouronne,7653.0,60.1,22.8
751124509,Bel-Air 9,Paris,8837.0,69.4,22.8
751166108,Auteuil 8,Paris,9829.0,60.1,22.8
751207906,Père Lachaise 6,Paris,9514.0,68.6,22.7
751124704,Bercy 4,Paris,9300.0,62.6,22.7
786460405,Notre-Dame 5,GrandeCouronne,7237.0,63.8,22.7
920500203,Saint-Cloud,PetiteCouronne,5575.0,74.3,22.6
940170703,Quatre Cités 3,PetiteCouronne,5089.0,78.0,22.6
930550801,Verpantin,PetiteCouronne,6679.0,79.7,22.6
940420105,Platanes,PetiteCouronne,6027.5,65.2,22.5
751207811,Saint-Fargeau 11,Paris,8688.0,68.9,22.5
751186914,Grandes Carrières 14,Paris,10457.0,61.1,22.5
786460506,Clagny 6,GrandeCouronne,7973.0,69.2,22.4
751083006,Faubourg du Roule 6,Paris,12414.0,61.6,22.4
920480201,Bellevue 1,PetiteCouronne,6225.5,60.7,22.4
920230304,La Gare 4,PetiteCouronne,7756.0,61.1,22.4
940370106,Chaperon Vert,PetiteCouronne,6564.0,73.4,22.2
940180109,Bercy,PetiteCouronne,6102.0,69.3,22.2
751124622,Picpus 22,Paris,9500.0,66.9,22.2
751197317,Villette 17,Paris,6544.5,72.8,22.1
940760119,Lebon,PetiteCouronne,6548.0,78.3,22.1
751145503,Petit Montrouge 3,Paris,7596.0,76.7,22.1
955820105,Pasteur II,GrandeCouronne,4867.0,61.1,22.1
751197611,Combat 11,Paris,8740.0,65.8,22.0
751135102,Maison Blanche 2,Paris,7833.0,74.9,22.0
751176813,Épinettes 13,Paris,8380.0,66.2,22.0
751197512,Amérique 12,Paris,7317.0,72.1,21.9
751083210,Europe 10,Paris,12956.0,62.9,21.9
785750101,Rhodon Saint-Paul,GrandeCouronne,4469.0,65.4,21.9
930450105,Les Sentes,PetiteCouronne,6596.0,73.1,21.9
940690101,Ouest Quartier du Pont,PetiteCouronne,6602.0,64.7,21.9
920630801,Centre Ville 1,PetiteCouronne,7475.0,63.7,21.9
751114205,Saint-Ambroise 5,Paris,10660.5,60.3,21.9
920020404,Clinique du Bois de Verrières,PetiteCouronne,5613.0,63.9,21.8
920750111,Brancion,PetiteCouronne,6383.0,72.1,21.8
751197610,Combat 10,Paris,8750.0,73.2,21.8
751124805,Quinze-Vingts 5,Paris,10426.0,64.0,21.8
920460108,Les Sablonnières,PetiteCouronne,6818.0,64.3,21.8
785610000,Saint-Lambert (commune non irisée),GrandeCouronne,3901.0,88.1,21.8
786460301,Chantiers 1,GrandeCouronne,7152.5,64.3,21.8
940680702,La Pie 2,PetiteCouronne,6413.0,66.5,21.8
916450108,ZAC de Vaupépins,GrandeCouronne,5296.5,75.6,21.7
751197401,Pont de Flandre 1,Paris,7214.5,76.0,21.6
751197408,Pont de Flandre 8,Paris,7423.0,67.7,21.6
940430106,Les Closeaux-Les Martinets,PetiteCouronne,5119.0,75.5,21.6
751093402,Chaussée d'Antin 2,Paris,12804.0,62.9,21.5
751197309,Villette 9,Paris,6382.0,66.1,21.4
751186925,Grandes Carrières 25,Paris,8333.0,68.5,21.4
940810202,Parc des Lilas,PetiteCouronne,4907.5,71.6,21.4
920640111,Pasteur 2,PetiteCouronne,8101.0,64.4,21.4
920240303,Bateliers,PetiteCouronne,6886.0,72.4,21.3
751208013,Charonne 13,Paris,8948.0,62.6,21.3
751156023,Jardin Citroën-Cévennes,Paris,8528.5,81.6,21.2
751135105,Maison Blanche 5,Paris,8706.5,63.8,21.1
920240405,Morel,PetiteCouronne,7210.0,66.3,20.9
751135029,Gare 29,Paris,7811.5,74.9,20.9
940810301,Bellevue,PetiteCouronne,5635.5,75.4,20.6
751103712,Saint-Vincent de Paul 12,Paris,8708.0,74.9,20.5
751208005,Charonne 5,Paris,9318.0,63.7,20.5
751156008,Javel 8,Paris,9792.0,77.4,20.5
751156001,Javel 1,Paris,8227.0,81.2,20.4
920240404,Sanzillon,PetiteCouronne,7182.0,75.9,20.4
920770105,Centre-La Prairie,PetiteCouronne,6266.0,60.4,20.4
786460101,Jussieu 1,GrandeCouronne,6102.0,69.5,20.4
751124812,Quinze-Vingts 12,Paris,10072.0,72.5,20.2
930710105,Savigny 2,PetiteCouronne,4759.0,79.6,20.2
751187018,Clignancourt 18,Paris,8531.0,65.3,20.1
920220109,Iris 0109,PetiteCouronne,6579.0,67.7,20.1
920020406,Bas Graviers,PetiteCouronne,5933.0,70.4,20.1
940810211,Édouard Tremblay,PetiteCouronne,5556.0,66.9,20.1
920070114,Quartier 14,PetiteCouronne,6336.5,76.5,20.0
930480206,Bas Montreuil Est 6,PetiteCouronne,7018.0,64.1,19.9
920260504,Arletty,PetiteCouronne,6372.0,76.8,19.9
920640105,Coteaux 2,PetiteCouronne,7375.0,70.3,19.9
751155916,Grenelle 16,Paris,11814.0,72.4,19.8
751207801,Saint-Fargeau 1,Paris,7468.0,78.0,19.7
784550102,Le Village,GrandeCouronne,5102.0,64.4,19.7
940030106,Jules Ferry 1,PetiteCouronne,6016.0,65.8,19.7
920750110,Jean Jaurès,PetiteCouronne,6329.0,73.0,19.7
920620102,Défense Sud,PetiteCouronne,6667.0,68.4,19.6
751134904,Salpêtrière 4,Paris,9478.5,75.0,19.6
751145604,Plaisance 4,Paris,9226.0,75.4,19.6
784230116,Manet Sud,GrandeCouronne,4770.0,64.2,19.6
940710101,Le Grand Val,PetiteCouronne,4840.0,67.0,19.4
751197410,Pont de Flandre 10,Paris,7830.0,77.2,19.3
751187023,Clignancourt 23,Paris,9065.5,65.2,19.3
751135101,Maison Blanche 1,Paris,7980.0,78.2,19.2
920640108,Montretout 2,PetiteCouronne,8621.0,69.1,19.1
751104010,Hôpital Saint-Louis 10,Paris,9337.0,71.0,19.1
920440120,Eiffel 3,PetiteCouronne,9115.0,77.6,19.0
751208025,Charonne 25,Paris,9136.0,74.5,19.0
920330106,Petit Garches,PetiteCouronne,7992.5,70.4,19.0
751124620,Picpus 20,Paris,9950.0,64.8,18.9
751187108,Goutte d'Or 8,Paris,8214.0,63.2,18.9
751166223,Muette 23,Paris,16667.5,71.0,18.8
751082904,Champs Élysées 4,Paris,14694.0,64.4,18.8
751207705,Belleville 5,Paris,8599.0,78.3,18.8
751207908,Père Lachaise 8,Paris,8915.0,80.3,18.8
751135026,Gare 26,Paris,8750.0,72.6,18.7
751197520,Amérique 20,Paris,7692.0,73.2,18.7
751135030,Gare 30,Paris,8597.0,77.7,18.6
751010101,Saint-Germain l'Auxerrois 1,Paris,13183.5,63.5,18.6
751187103,Goutte d'Or 3,Paris,8257.0,66.7,18.4
751010103,Saint-Germain l'Auxerrois 3,Paris,13916.5,67.4,18.3
751186921,Grandes Carrières 21,Paris,9506.0,63.7,18.2
751135016,Gare 16,Paris,10781.0,78.7,18.1
751197308,Villette 8,Paris,7623.0,77.9,18.1
751135027,Gare 27,Paris,8167.0,79.2,18.1
751166410,Chaillot 10,Paris,16607.0,66.5,18.1
920730109,Cité Jardins 1,PetiteCouronne,7377.0,71.8,18.0
751197505,Amérique 5,Paris,9000.0,79.5,17.9
920500204,Garches,PetiteCouronne,7045.0,73.2,17.8
751082905,Champs Élysées 5,Paris,14142.0,65.2,17.8
751207709,Belleville 9,Paris,8909.5,70.3,17.6
751114405,Sainte-Marguerite 5,Paris,10091.0,64.5,17.6
751145622,Plaisance 22,Paris,11174.5,60.0,17.6
915380000,Saint-Aubin (commune non irisée),GrandeCouronne,4403.5,77.1,17.4
916450107,Les Prés Hauts,GrandeCouronne,4915.0,74.8,17.4
751010102,Saint-Germain l'Auxerrois 2,Paris,18627.0,72.5,17.3
751135107,Maison Blanche 7,Paris,8943.5,81.6,17.2
751197518,Amérique 18,Paris,5962.0,79.2,17.2
920480208,Val Fleury 2,PetiteCouronne,6969.5,72.3,17.2
751135006,Gare 6,Paris,9107.5,74.5,17.1
751187102,Goutte d'Or 2,Paris,8057.0,64.8,17.0
751114112,Folie Méricourt 12,Paris,9882.0,69.9,16.9
920620204,Wilson 2,PetiteCouronne,7800.0,76.3,16.8
751197523,Amérique 23,Paris,8179.0,75.0,16.6
751197504,Amérique 4,Paris,8358.5,78.8,16.6
751208010,Charonne 10,Paris,7612.5,75.2,16.4
930640111,Fort de Rosny,PetiteCouronne,4991.0,75.1,16.4
783020000,La Hauteville (commune non irisée),GrandeCouronne,4109.0,78.0,16.3
781960000,Davron (commune non irisée),GrandeCouronne,4235.0,86.4,16.3
751104012,Hôpital Saint-Louis 12,Paris,9258.0,84.2,16.2
751010206,Les Halles 6,Paris,13636.0,73.1,16.0
930610105,Séverine,PetiteCouronne,6667.0,79.8,15.9
930450104,Le Fort,PetiteCouronne,6425.0,78.1,15.7
751166413,Chaillot 13,Paris,10749.0,63.2,15.7
751124511,Bel-Air 11,Paris,7386.0,85.8,15.7
751145311,Montparnasse 11,Paris,12988.5,81.6,15.6
751155920,Grenelle 20,Paris,11765.0,79.2,15.1
920120305,Pont de Sèvres 2,PetiteCouronne,6800.0,63.5,15.0
751176615,Plaine Monceau 15,Paris,8722.0,81.7,14.8
930510203,Richardets 3,PetiteCouronne,4859.0,80.4,14.5
781580105,Pré Vert,GrandeCouronne,7570.5,85.3,14.5
783050000,Herbeville (commune non irisée),GrandeCouronne,4343.0,93.6,14.3
950180601,Chateaubriand,GrandeCouronne,9507.0,85.8,14.3
751093408,Chaussée d'Antin 8,Paris,11033.0,66.0,13.9
783220103,HEC-Domaine Saint-Marc,GrandeCouronne,6896.5,80.6,13.4
751155818,Necker 18,Paris,10095.0,82.8,13.3
955390103,Nord de Saint-Brice,GrandeCouronne,6799.5,86.0,12.9
783720108,Forêt de Marly,GrandeCouronne,6199.0,81.4,12.9
751093409,Chaussée d'Antin 9,Paris,10956.5,76.4,9.6
751093401,Chaussée d'Antin 1,Paris,7672.0,79.2,7.9
751093406,Chaussée d'Antin 6,Paris,12286.0,79.6,7.3
