iris_code,iris_name,zone,observed_prix_m2,value_trap_score,alpha_score
786210112,Macé ZAC Trappes Élancourt,GrandeCouronne,3368.5,69.7,49.1
930530110,Centre Ville Mairie 2,PetiteCouronne,2773.0,69.7,49.1
956800104,Carreaux Sud,GrandeCouronne,2937.5,83.2,49.1
773550000,Paroy (commune non irisée),GrandeCouronne,1855.0,78.7,49.0
772020000,La Genevraye (commune non irisée),GrandeCouronne,2385.5,71.9,49.0
950240000,Arthies (commune non irisée),GrandeCouronne,2593.0,75.6,49.0
770120000,Augers-en-Brie (commune non irisée),GrandeCouronne,1636.5,77.4,49.0
914410000,Nainville-les-Roches (commune non irisée),GrandeCouronne,3088.0,79.2,49.0
781630000,Civry-la-Forêt (commune non irisée),GrandeCouronne,2552.5,77.3,49.0
930300102,Iris 0102,PetiteCouronne,2110.5,78.5,49.0
930100106,Les Merisiers,PetiteCouronne,3695.5,74.6,48.9
916540000,Videlles (commune non irisée),GrandeCouronne,2531.0,89.5,48.9
920360503,Village Chandon 3,PetiteCouronne,4736.5,63.4,48.9
780700000,Boinville-en-Mantois (commune non irisée),GrandeCouronne,2744.0,77.1,48.9
930790105,Quartier 5,PetiteCouronne,2572.5,69.5,48.8
930290502,La Mare 2,PetiteCouronne,3971.0,63.8,48.8
786440102,La Verrière,GrandeCouronne,3710.0,63.1,48.8
930010501,Mélèzes,PetiteCouronne,3809.0,75.6,48.7
930010101,Robespierre,PetiteCouronne,3202.0,74.4,48.7
930780112,Sud-Est Europe,PetiteCouronne,2437.0,76.7,48.7
950590000,Berville (commune non irisée),GrandeCouronne,2409.5,79.9,48.7
920500701,Hôpital,PetiteCouronne,4355.0,67.6,48.6
950181003,Vaucelle,GrandeCouronne,3667.0,69.1,48.5
920020306,Lionel Terray,PetiteCouronne,3920.0,74.8,48.5
952680104,Dame Blanche Nord 1,GrandeCouronne,3498.5,69.4,48.5
910980000,Boutervilliers (commune non irisée),GrandeCouronne,2314.5,83.9,48.5
956800107,P.L.M. Est,GrandeCouronne,2143.0,78.3,48.5
930050208,Nord 8,PetiteCouronne,3810.5,78.1,48.4
930080104,Les Vignes 3,PetiteCouronne,3055.5,71.5,48.3
772470000,Lescherolles (commune non irisée),GrandeCouronne,1767.0,76.7,48.3
771980000,Fromont (commune non irisée),GrandeCouronne,2108.5,80.0,48.3
930011001,Lenine,PetiteCouronne,4463.0,73.9,48.3
774670000,La Tombe (commune non irisée),GrandeCouronne,1803.0,94.2,48.2
782910000,Guerville (commune non irisée),GrandeCouronne,2908.5,75.5,48.2
940110106,Salvador Allende,PetiteCouronne,3438.0,67.3,48.2
953030000,Le Heaulme (commune non irisée),GrandeCouronne,3112.0,78.5,48.2
914340104,Le Bois Pommier,GrandeCouronne,2531.0,76.6,48.1
772580103,Bois de la Grange-Village de Lognes,GrandeCouronne,3993.0,77.1,48.1
773450000,Orly-sur-Morin (commune non irisée),GrandeCouronne,1837.5,89.1,48.1
775200000,Villiers-sous-Grez (commune non irisée),GrandeCouronne,2758.0,86.7,48.1
772780000,Marolles-en-Brie (commune non irisée),GrandeCouronne,2263.0,78.7,48.1
781260101,Petit Beauregard,GrandeCouronne,3275.0,70.4,48.1
930310302,Iris 9,PetiteCouronne,3835.0,70.4,48.1
930730402,Centre Ville 2,PetiteCouronne,2688.0,73.5,48.0
771520301,Plaine du Lys 1,GrandeCouronne,2982.0,78.2,47.9
940780201,Gare Triage SNCF,PetiteCouronne,3167.0,69.2,47.9
775240000,Vimpelles (commune non irisée),GrandeCouronne,1870.0,77.5,47.9
930510403,Champy 3,PetiteCouronne,2943.0,72.0,47.8
930640103,Bois Perrier 2,PetiteCouronne,3514.0,72.2,47.8
773330103,Mairie Centre-Sud,GrandeCouronne,3630.5,74.1,47.8
956270000,Vallangoujard (commune non irisée),GrandeCouronne,3346.0,72.8,47.8
785450102,Quartier 2,GrandeCouronne,5149.0,63.3,47.8
930790101,Quartier 1,PetiteCouronne,3055.5,72.7,47.8
774430000,Sancy (commune non irisée),GrandeCouronne,3082.0,86.4,47.8
774720000,La Trétoire (commune non irisée),GrandeCouronne,1647.0,75.7,47.8
773680000,Poigny (commune non irisée),GrandeCouronne,1936.0,79.5,47.8
774730000,Treuzy-Levelay (commune non irisée),GrandeCouronne,2211.5,76.4,47.8
920500606,Berthelot Sud et Nord,PetiteCouronne,5063.0,68.6,47.7
930310404,Iris 15,PetiteCouronne,3366.5,72.2,47.7
930050604,Bourg 4,PetiteCouronne,3707.0,68.4,47.7
783240000,Jouy-Mauvoisin (commune non irisée),GrandeCouronne,2917.0,87.8,47.6
773310000,Nanteuil-sur-Marne (commune non irisée),GrandeCouronne,1765.0,77.1,47.5
930290703,Petit Drancy 3,PetiteCouronne,3846.0,63.8,47.5
930470101,Anatole France,PetiteCouronne,2344.0,76.2,47.5
773900202,ZAC de la Vallée-Gare,GrandeCouronne,3361.0,72.9,47.5
770310000,Bernay-Vilbert (commune non irisée),GrandeCouronne,2591.0,88.9,47.5
774290000,Saint-Ouen-sur-Morin (commune non irisée),GrandeCouronne,1858.5,77.4,47.4
772350000,Jaignes (commune non irisée),GrandeCouronne,2235.0,78.1,47.4
781260104,Étang de Beauregard,GrandeCouronne,4232.0,71.7,47.4
773320000,Nantouillet (commune non irisée),GrandeCouronne,2728.5,77.6,47.3
956800112,D.L.M. Ouest,GrandeCouronne,1831.0,83.5,47.3
940460111,Centre Vert de Maison 11,PetiteCouronne,4688.0,62.8,47.3
930660302,Allende 02,PetiteCouronne,3894.0,69.6,47.3
773400000,Nonville (commune non irisée),GrandeCouronne,2553.0,76.5,47.3
786230000,Le Tremblay-sur-Mauldre (commune non irisée),GrandeCouronne,3491.0,66.9,47.2
772330000,Iverny (commune non irisée),GrandeCouronne,2604.0,86.3,47.2
772870000,Meilleray (commune non irisée),GrandeCouronne,1690.0,82.3,47.2
940280406,La Habette,PetiteCouronne,3146.5,78.1,47.2
930720105,Cité Jardin 1,PetiteCouronne,3030.0,79.0,47.1
774080000,Saint-Fiacre (commune non irisée),GrandeCouronne,2884.0,84.6,47.1
770970000,Chartronges (commune non irisée),GrandeCouronne,2030.5,88.4,47.1
930790103,Quartier 3,PetiteCouronne,3018.5,74.1,47.0
786210106,Carco Marot de Lurçat à Renoir,GrandeCouronne,2787.0,73.1,47.0
915080000,Puiselet-le-Marais (commune non irisée),GrandeCouronne,2593.5,78.8,47.0
930140102,Iris 1,PetiteCouronne,2976.0,78.6,47.0
930780114,Sud-Ouest Centrale,PetiteCouronne,3466.0,64.2,46.9
911740101,Z.I. Tarterêts,GrandeCouronne,2828.0,91.2,46.9
770930000,La Chapelle-Moutils (commune non irisée),GrandeCouronne,1629.0,78.8,46.9
952540000,Frémécourt (commune non irisée),GrandeCouronne,3041.0,80.0,46.9
771870000,Fontaine-Fourches (commune non irisée),GrandeCouronne,1616.0,77.0,46.9
930660501,Mutuelle Champ de Courses 01,PetiteCouronne,3739.0,67.4,46.9
930010304,Maladrerie,PetiteCouronne,2306.0,80.9,46.8
930530117,Zone Industrielle,PetiteCouronne,4591.0,66.9,46.8
940280302,Les Bleuets,PetiteCouronne,3673.0,77.0,46.8
910810000,Boissy-le-Sec (commune non irisée),GrandeCouronne,2187.5,92.0,46.8
774110000,Saint-Germain-sous-Doue (commune non irisée),GrandeCouronne,2069.0,77.8,46.8
782020000,Drocourt (commune non irisée),GrandeCouronne,2899.0,80.5,46.8
770560000,Burcy (commune non irisée),GrandeCouronne,1738.0,95.4,46.8
771520303,Plaine du Lys 3,GrandeCouronne,1742.5,78.1,46.7
950740000,Boisemont (commune non irisée),GrandeCouronne,3100.0,85.9,46.7
912480000,La Forêt-Sainte-Croix (commune non irisée),GrandeCouronne,1929.0,80.9,46.6
930080107,Édouard Vaillant 2,PetiteCouronne,3473.0,65.2,46.6
930270111,La Tour,PetiteCouronne,3342.5,73.6,46.6
916710000,Villeneuve-sur-Auvers (commune non irisée),GrandeCouronne,2816.0,76.9,46.6
772000000,Garentreville (commune non irisée),GrandeCouronne,1643.0,80.3,46.5
771290000,Coulombs-en-Valois (commune non irisée),GrandeCouronne,1717.0,79.1,46.5
770230000,Barcy (commune non irisée),GrandeCouronne,2721.0,91.4,46.4
920040707,Argenteuil,PetiteCouronne,4421.0,69.5,46.4
914950000,Plessis-Saint-Benoist (commune non irisée),GrandeCouronne,2220.5,95.5,46.4
751187209,Chapelle 9,Paris,,74.5,46.4
772710000,Maisoncelles-en-Gâtinais (commune non irisée),GrandeCouronne,1553.0,81.2,46.4
951100000,Brignancourt (commune non irisée),GrandeCouronne,2933.0,94.1,46.4
774140000,Saint-Hilliers (commune non irisée),GrandeCouronne,1725.5,79.5,46.3
772120000,Gravon (commune non irisée),GrandeCouronne,2559.0,81.1,46.3
956760000,Villers-en-Arthies (commune non irisée),GrandeCouronne,2528.0,79.4,46.3
940760105,Monsivry,PetiteCouronne,4854.0,68.7,46.3
773250000,Mouy-sur-Seine (commune non irisée),GrandeCouronne,1667.0,80.0,46.2
930310405,Iris 16,PetiteCouronne,3554.5,74.3,46.2
770730000,Chalautre-la-Petite (commune non irisée),GrandeCouronne,1761.0,79.2,46.1
930310101,Iris 1,PetiteCouronne,2675.5,77.0,46.1
775050000,Villemareuil (commune non irisée),GrandeCouronne,2630.5,78.8,46.1
770150000,Baby (commune non irisée),GrandeCouronne,1647.5,82.3,46.0
951390000,La Chapelle-en-Vexin (commune non irisée),GrandeCouronne,2922.0,92.9,46.0
930100405,Fosse de la Régale,PetiteCouronne,3750.0,72.0,45.9
952800109,Vallée du Crould-Village Talmouse,GrandeCouronne,3381.0,83.7,45.9
771930000,Forfry (commune non irisée),GrandeCouronne,2603.0,93.1,45.9
774020000,Saint-Barthélemy (commune non irisée),GrandeCouronne,1634.0,80.8,45.9
773130000,Montmachoux (commune non irisée),GrandeCouronne,1692.0,83.7,45.8
930290804,L'Avenir Parisien 4,PetiteCouronne,4111.0,80.1,45.8
930100402,La Martraye,PetiteCouronne,3535.0,83.8,45.8
951020000,Bréançon (commune non irisée),GrandeCouronne,2978.0,83.4,45.8
770870000,La Chapelle-Iger (commune non irisée),GrandeCouronne,2560.0,95.0,45.8
920500503,Fontenelles Decour,PetiteCouronne,5515.0,65.4,45.8
771630000,Douy-la-Ramée (commune non irisée),GrandeCouronne,2925.0,81.7,45.8
930010302,Émile Dubois,PetiteCouronne,4279.0,80.1,45.8
772510104,Nord-Ouest,GrandeCouronne,3330.0,72.6,45.7
784390000,Mulcent (commune non irisée),GrandeCouronne,2663.0,81.4,45.6
940680703,La Pie 3,PetiteCouronne,5186.0,61.3,45.6
783660000,Mareil-le-Guyon (commune non irisée),GrandeCouronne,3458.0,76.2,45.6
940440103,Saint-Martin,PetiteCouronne,3643.0,76.8,45.6
940760113,République,PetiteCouronne,4808.0,70.6,45.6
770240000,Bassevelle (commune non irisée),GrandeCouronne,1962.0,81.7,45.5
930080112,Préfecture 2,PetiteCouronne,2524.0,76.3,45.5
770330000,Bezalles (commune non irisée),GrandeCouronne,1529.0,82.0,45.5
774840000,Vaucourtois (commune non irisée),GrandeCouronne,2743.0,95.7,45.5
916020000,Souzy-la-Briche (commune non irisée),GrandeCouronne,2463.5,80.7,45.5
770670199,Ouest,GrandeCouronne,2857.0,85.6,45.4
954470000,Neuilly-en-Vexin (commune non irisée),GrandeCouronne,2711.0,80.3,45.4
950540000,Le Bellay-en-Vexin (commune non irisée),GrandeCouronne,2778.0,79.5,45.4
915890105,Quartier 5,GrandeCouronne,3683.0,67.6,45.4
773100000,Montigny-le-Guesdier (commune non irisée),GrandeCouronne,1727.5,80.9,45.3
772180000,Grisy-sur-Seine (commune non irisée),GrandeCouronne,1770.0,82.6,45.3
770290000,Beauvoir (commune non irisée),GrandeCouronne,2607.5,95.5,45.3
940330105,Jean Zay,PetiteCouronne,3581.0,74.0,45.3
772750000,Les Marêts (commune non irisée),GrandeCouronne,1945.0,82.2,45.3
911740702,Montconseil Centre,GrandeCouronne,3243.5,94.2,45.2
771190000,Clos-Fontaine (commune non irisée),GrandeCouronne,2571.5,85.6,45.2
914140000,Monnerville (commune non irisée),GrandeCouronne,1956.0,83.4,45.2
952110000,Ennery (commune non irisée),GrandeCouronne,3440.0,68.4,45.1
955840000,Santeuil (commune non irisée),GrandeCouronne,3132.0,74.3,45.1
770900000,La Chapelle-Saint-Sulpice (commune non irisée),GrandeCouronne,2243.0,97.3,45.1
920020307,Fontaine Mouton,PetiteCouronne,3516.0,80.9,45.1
951540000,Chennevières-lès-Louvres (commune non irisée),GrandeCouronne,2832.0,79.5,45.1
952120000,Épiais-lès-Louvres (commune non irisée),GrandeCouronne,3030.0,94.1,45.1
956070101,Forêt de Montmorency,GrandeCouronne,3917.0,78.6,45.1
950181001,Cité Jardin d'Orgemont,GrandeCouronne,3688.0,73.4,45.0
786080000,Le Tertre-Saint-Denis (commune non irisée),GrandeCouronne,2464.0,97.5,45.0
950460000,Banthelu (commune non irisée),GrandeCouronne,2020.5,82.5,45.0
772970000,Mondreville (commune non irisée),GrandeCouronne,1544.0,82.1,45.0
773140000,Montolivet (commune non irisée),GrandeCouronne,1608.5,82.5,44.9
781580111,Chesnay Village,GrandeCouronne,5174.0,61.7,44.9
920320110,Renards,PetiteCouronne,4737.0,68.9,44.9
930050805,Ambourget 5,PetiteCouronne,3413.0,80.4,44.8
954870102,Village 1,GrandeCouronne,2498.0,81.8,44.8
930720103,Clos Saint-Lazare 2,PetiteCouronne,3159.0,82.1,44.8
773950000,Rumont (commune non irisée),GrandeCouronne,2036.0,82.5,44.8
911120000,Brouy (commune non irisée),GrandeCouronne,2381.0,82.3,44.7
772500000,Leudon-en-Brie (commune non irisée),GrandeCouronne,1988.0,83.1,44.7
773190000,Mortery (commune non irisée),GrandeCouronne,1866.0,83.4,44.7
910750000,Bois-Herpin (commune non irisée),GrandeCouronne,2424.0,98.0,44.6
773030000,Montdauphin (commune non irisée),GrandeCouronne,1333.0,83.3,44.6
783610109,Rabelais,GrandeCouronne,1172.0,91.4,44.6
772840201,Zone d'Activités,GrandeCouronne,3571.0,87.0,44.6
930080103,Les Vignes 2,PetiteCouronne,4267.0,78.3,44.5
951270127,Le Bontemps,GrandeCouronne,3295.0,76.3,44.5
940810206,Clos Langlois,PetiteCouronne,3536.0,81.2,44.5
771020000,Châtenoy (commune non irisée),GrandeCouronne,2100.0,83.4,44.5
930480803,Bel-Air Grands Pêchers 3,PetiteCouronne,5448.5,68.5,44.4
930060109,Iris 9,PetiteCouronne,4603.0,78.6,44.4
773960000,Rupéreux (commune non irisée),GrandeCouronne,1406.0,82.9,44.4
940780208,Bernard de Palissy,PetiteCouronne,3514.0,72.5,44.3
952140000,Épinay-Champlâtreux (commune non irisée),GrandeCouronne,1928.0,82.6,44.3
773040000,Montenils (commune non irisée),GrandeCouronne,3178.5,96.5,44.3
774520000,Sigy (commune non irisée),GrandeCouronne,2277.0,84.2,44.2
954920000,Le Plessis-Gassot (commune non irisée),GrandeCouronne,2572.5,81.1,44.2
940020205,Vert de Maison,PetiteCouronne,4904.0,67.9,44.1
930050102,Fontaine des Prés 2,PetiteCouronne,3750.0,64.8,44.1
955630105,Les Lutins,GrandeCouronne,3708.5,63.0,44.1
916570108,L'Oly,GrandeCouronne,3419.0,82.3,44.1
920220105,Iris 0105,PetiteCouronne,5033.0,69.5,44.1
772430303,Clemenceau-Poincaré Sud,GrandeCouronne,3908.0,74.7,43.9
930100401,Les Friches,PetiteCouronne,3956.0,71.6,43.9
930320104,Iris 0104,PetiteCouronne,3611.0,73.3,43.6
785180000,Rennemoulin (commune non irisée),GrandeCouronne,4258.0,63.3,43.5
940810302,Auber,PetiteCouronne,4676.0,69.4,43.5
940760118,Delaune,PetiteCouronne,5121.0,62.9,43.4
954910105,Zone d'Activités Économiques,GrandeCouronne,5613.0,62.5,43.3
930480901,Ramenas Fabien Lagrange 1,PetiteCouronne,5145.0,65.1,43.2
920230501,Petit Clamart 1,PetiteCouronne,5541.5,60.6,43.1
774350000,Saint-Sauveur-sur-École (commune non irisée),GrandeCouronne,3411.0,68.8,43.0
940410104,Fort,PetiteCouronne,4760.0,75.0,43.0
920500510,Central Park,PetiteCouronne,4815.0,68.7,43.0
952530000,Frémainville (commune non irisée),GrandeCouronne,3283.0,80.2,42.9
751208001,Charonne 1,Paris,8045.5,63.1,42.8
771080102,Les Coudreaux Sud-Ouest,GrandeCouronne,3907.0,65.4,42.8
955000301,Saint-Martin-Zone d'Activités,GrandeCouronne,3659.0,83.3,42.8
781620000,Choisel (commune non irisée),GrandeCouronne,4473.0,63.8,42.7
785510119,Iris 19,GrandeCouronne,4948.0,62.7,42.5
911220101,Guyonnerie Vieux Parc,GrandeCouronne,4388.0,70.1,42.5
771860108,Forêt de Fontainebleau,GrandeCouronne,3249.0,84.9,42.4
940460105,Centre Vert de Maison 5,PetiteCouronne,4767.0,67.4,42.4
920230507,Petit Clamart 7,PetiteCouronne,4886.0,64.4,42.3
956370106,Le Village,GrandeCouronne,3467.5,74.4,42.2
915730102,Iris 2,GrandeCouronne,3740.0,64.8,42.1
956370103,Siaule-Le Boulingrin,GrandeCouronne,3696.0,71.3,42.1
773840000,Réau (commune non irisée),GrandeCouronne,3800.0,81.1,42.0
930660102,Semard Delaune Guynemer 02,PetiteCouronne,3985.5,69.2,41.6
930290704,Petit Drancy 4,PetiteCouronne,4043.0,69.0,41.2
770380000,Boissettes (commune non irisée),GrandeCouronne,4016.5,64.2,41.2
920750109,Louis Vicat,PetiteCouronne,5943.0,68.6,41.2
785500000,Saint-Germain-de-la-Grange (commune non irisée),GrandeCouronne,3623.0,67.9,41.2
773900501,Sud-Champs-Forêt,GrandeCouronne,3925.5,79.4,41.2
930320111,Iris 0111,PetiteCouronne,3938.0,61.5,41.1
780360000,Autouillet (commune non irisée),GrandeCouronne,3741.0,67.5,41.1
952770301,Saint-Blin,GrandeCouronne,,67.2,41.1
940460106,Centre Vert de Maison 6,PetiteCouronne,,60.0,41.0
954760106,La Chaussée,GrandeCouronne,,68.7,41.0
920190103,Aulnay,PetiteCouronne,5077.0,62.6,41.0
955720117,Vert Galant,GrandeCouronne,,64.5,41.0
930100103,Les Confins d'Aulnay,PetiteCouronne,,75.5,41.0
930050502,Émile Zola 2,PetiteCouronne,3966.5,66.8,40.9
920260506,Dominos,PetiteCouronne,4615.0,74.5,40.9
930050804,Ambourget 4,PetiteCouronne,3158.5,86.6,40.9
952190101,Delacroix,GrandeCouronne,3824.0,69.1,40.9
955850101,Mont de Gif-Haut du Roy,GrandeCouronne,3286.5,75.9,40.8
940810111,Manouchian,PetiteCouronne,4812.5,62.1,40.8
913120101,Nord,GrandeCouronne,4228.5,63.7,40.8
950610000,Béthemont-la-Forêt (commune non irisée),GrandeCouronne,3251.5,73.6,40.7
910860105,Zone d'Activités La Marinière,GrandeCouronne,3071.0,86.0,40.6
930630106,Cachin,PetiteCouronne,5504.0,60.3,40.5
950630107,Val Sud,GrandeCouronne,4367.0,65.4,40.5
920040701,Nord I,PetiteCouronne,5485.0,61.1,40.4
751135009,Gare 9,Paris,8298.0,60.3,40.3
912720110,Forêt,GrandeCouronne,4035.0,61.9,40.3
751010302,Palais Royal 2,Paris,15667.0,61.3,40.2
954460000,Nesles-la-Vallée (commune non irisée),GrandeCouronne,3748.0,68.1,40.2
920250402,Canibouts-Champy,PetiteCouronne,5116.0,61.9,40.1
784230111,Sourderie 1,GrandeCouronne,3908.0,62.5,40.0
785450104,Quartier 4,GrandeCouronne,5233.0,64.1,40.0
780130000,Andelu (commune non irisée),GrandeCouronne,3228.0,77.2,39.9
912160102,La Terrasse,GrandeCouronne,4025.0,63.4,39.9
910410000,Avrainville (commune non irisée),GrandeCouronne,3492.0,81.2,39.8
940160102,Cité Jardins,PetiteCouronne,5402.0,68.5,39.8
940600102,Les Bordes Hôtel de Ville,PetiteCouronne,3649.0,67.1,39.8
940760107,Zola,PetiteCouronne,5448.5,66.0,39.4
930050602,Bourg 2,PetiteCouronne,4110.0,65.0,39.3
915780000,Saint-Sulpice-de-Favières (commune non irisée),GrandeCouronne,3180.5,93.1,39.3
920070113,Quartier 13,PetiteCouronne,5372.0,65.4,39.2
784810103,Ermitage,GrandeCouronne,4724.0,67.3,39.2
772370000,Jossigny (commune non irisée),GrandeCouronne,3584.5,78.9,39.2
950180701,La Heurneuse,GrandeCouronne,4186.0,60.2,39.1
751124702,Bercy 2,Paris,9443.0,60.4,39.1
910270101,Quartier 1,GrandeCouronne,4181.0,70.7,39.1
930590108,Sud 1,PetiteCouronne,3800.0,81.7,38.9
920480107,Forêt Domaniale,PetiteCouronne,5880.5,64.9,38.9
751135013,Gare 13,Paris,8534.0,60.7,38.7
771080304,Sud-Est,GrandeCouronne,3802.0,76.8,38.7
930140103,Iris 2,PetiteCouronne,4104.0,73.9,38.6
914210107,Zone S8,GrandeCouronne,3743.0,64.1,38.5
940380110,Jardin Parisien 2,PetiteCouronne,4632.0,63.7,38.4
915890107,Quartier 7,GrandeCouronne,4178.5,60.2,38.4
751134908,Salpêtrière 8,Paris,9432.0,60.2,38.3
930700116,Secteur 16,PetiteCouronne,5907.0,62.1,38.1
781580104,Nouvelle France,GrandeCouronne,4820.0,80.1,37.9
940760104,Monts Cuchets,PetiteCouronne,5778.0,65.8,37.9
912740000,Gometz-la-Ville (commune non irisée),GrandeCouronne,3785.0,71.4,37.9
773370101,Ville Ancienne,GrandeCouronne,3938.5,72.4,37.9
920500509,Champs Pierreux,PetiteCouronne,5682.0,65.4,37.7
956110000,Theuville (commune non irisée),GrandeCouronne,21407.5,66.3,37.7
920320101,Scarron,PetiteCouronne,5010.5,72.5,37.7
930480402,La Noue-Clos Français-Guilands 2,PetiteCouronne,4952.0,76.2,37.6
920320106,Pierrelais,PetiteCouronne,5089.0,75.3,37.6
785510102,Iris 2,GrandeCouronne,5075.5,60.0,37.5
783980000,Les Mesnuls (commune non irisée),GrandeCouronne,4194.0,63.6,37.4
955100000,Puiseux-Pontoise (commune non irisée),GrandeCouronne,3854.0,76.0,37.1
940410204,Cité Pierre et Marie Curie,PetiteCouronne,5400.0,69.6,37.0
940220204,Gondoles Sud III,PetiteCouronne,4568.5,60.3,37.0
940420104,Leclerc,PetiteCouronne,5523.0,68.7,36.8
920330102,La Verboise,PetiteCouronne,5341.5,64.6,36.7
956100000,Théméricourt (commune non irisée),GrandeCouronne,3512.0,90.8,36.7
782780000,Goupillières (commune non irisée),GrandeCouronne,3247.5,78.1,36.4
920020305,Grand l,PetiteCouronne,4847.5,65.2,36.4
786460103,Jussieu 3,GrandeCouronne,6145.0,64.9,36.1
920630601,Fouilleuse 1,PetiteCouronne,5298.0,64.2,36.0
930481104,Montreau Ruffins Clos Arachis 4,PetiteCouronne,4976.0,74.2,35.9
920040601,Renoir I,PetiteCouronne,5672.0,70.8,35.8
920500508,Picasso Colombe,PetiteCouronne,8800.0,60.9,35.8
920240301,Quartier Nord,PetiteCouronne,5814.0,82.2,35.7
775180000,Villiers-en-Bière (commune non irisée),GrandeCouronne,3272.5,89.9,35.7
930700112,Secteur 12,PetiteCouronne,6500.0,61.2,35.7
920500501,Arlequin,PetiteCouronne,5902.0,61.1,35.7
930050501,Émile Zola 1,PetiteCouronne,4329.0,72.7,35.7
915490111,Croix Blanche,GrandeCouronne,7229.0,65.4,35.7
772880201,Montaigu Nord-Ouest,GrandeCouronne,10623.0,61.7,35.7
955390107,Vergers Sud,GrandeCouronne,4452.0,61.5,35.6
751207813,Saint-Fargeau 13,Paris,7122.0,60.1,35.6
910270114,Quartier 14,GrandeCouronne,3649.0,85.7,35.6
784980102,Saint-Exupéry,GrandeCouronne,3837.0,68.0,35.6
950180901,Belle Vue,GrandeCouronne,4228.0,70.2,35.6
956780000,Villiers-Adam (commune non irisée),GrandeCouronne,3810.0,79.2,35.4
952520103,Mare des Noues,GrandeCouronne,4403.0,60.2,35.3
940810105,8 Mai,PetiteCouronne,4500.0,81.6,35.2
784170000,Montchauvet (commune non irisée),GrandeCouronne,3383.5,83.6,35.2
950600103,Brosses et Malais,GrandeCouronne,3584.5,80.1,34.9
930480704,Paul Signac Murs à Pêches 4,PetiteCouronne,5855.0,64.1,34.9
915600000,Saint-Jean-de-Beauregard (commune non irisée),GrandeCouronne,3435.5,86.1,34.9
780100000,Les Alluets-le-Roi (commune non irisée),GrandeCouronne,3841.0,68.0,34.6
930481002,Branly Boissière 2,PetiteCouronne,5312.0,71.9,34.5
783840000,Médan (commune non irisée),GrandeCouronne,4408.0,60.1,34.4
920260705,Sainte-Marie,PetiteCouronne,7800.0,60.4,34.3
930070121,Iris 19,PetiteCouronne,3790.5,76.8,34.2
920500511,Ravel Liberté Vallona,PetiteCouronne,5455.0,64.6,34.0
930630102,ZAC,PetiteCouronne,5473.5,73.9,34.0
770590000,Bussy-Saint-Martin (commune non irisée),GrandeCouronne,3988.0,70.4,33.7
751187206,Chapelle 6,Paris,7000.0,64.6,33.4
782640000,Gambaiseuil (commune non irisée),GrandeCouronne,4000.0,79.8,33.3
930060116,Iris 16,PetiteCouronne,5534.0,60.0,33.2
920320108,Val Content,PetiteCouronne,5802.0,67.5,33.0
751124603,Picpus 3,Paris,8943.0,61.7,32.8
751197509,Amérique 9,Paris,10104.0,64.3,32.7
930550302,Rouvray,PetiteCouronne,5620.0,73.8,32.7
940160107,La Plaine 2,PetiteCouronne,5628.0,62.9,32.6
785480000,Saint-Forget (commune non irisée),GrandeCouronne,4024.0,65.3,32.5
940760102,Guipons,PetiteCouronne,5750.0,68.9,32.1
930320116,Iris 0116,PetiteCouronne,3730.0,85.9,32.0
920200108,Ponceau,PetiteCouronne,5710.0,62.7,32.0
781720110,Montaigne,GrandeCouronne,4324.0,65.4,31.8
940160103,Coteau 1,PetiteCouronne,5241.5,62.4,31.8
781580103,Saint-Germain,GrandeCouronne,5606.5,76.1,31.7
751124701,Bercy 1,Paris,10847.0,67.8,31.6
950510103,La Folie-Le Château,GrandeCouronne,4261.5,64.2,31.4
780060000,Adainville (commune non irisée),GrandeCouronne,3758.0,74.9,31.3
930450110,Les Bruyères,PetiteCouronne,6822.5,64.1,31.2
771850000,Fleury-en-Bière (commune non irisée),GrandeCouronne,3753.0,75.2,31.0
940430109,Petits Jardins-Bas de Bicêtre,PetiteCouronne,5851.0,64.2,31.0
920200105,Stade,PetiteCouronne,6094.0,67.5,31.0
784150000,Montainville (commune non irisée),GrandeCouronne,3650.0,79.5,30.9
954880104,La Butte Rouge,GrandeCouronne,3662.5,84.8,30.9
786460303,Chantiers 3,GrandeCouronne,6128.5,71.3,30.6
920250301,Les Grèves,PetiteCouronne,6135.0,61.3,30.6
786740104,Val Joyeux,GrandeCouronne,4000.0,64.9,30.6
751155802,Necker 2,Paris,9833.0,61.5,30.5
940020106,Micolon 14 Juillet,PetiteCouronne,5674.0,75.0,30.5
940580112,Les Joncs Marins-Croix d'eau,PetiteCouronne,5732.5,60.4,30.5
751197519,Amérique 19,Paris,5631.5,75.6,30.5
940710107,Notre-Dame-Bruyères,PetiteCouronne,3971.0,63.3,30.2
930480701,Paul Signac Murs à Pêches 1,PetiteCouronne,5650.0,63.7,30.2
920620202,Bergère Nord,PetiteCouronne,5778.0,67.2,30.2
751156010,Javel 10,Paris,9250.0,62.1,30.1
751176505,Ternes 5,Paris,6375.0,65.5,29.9
920720106,Europe Pierre Midrin,PetiteCouronne,5750.0,63.4,29.8
930700105,Secteur 5,PetiteCouronne,6344.5,71.1,29.7
786860101,Forêt,GrandeCouronne,6547.0,61.7,29.7
910930000,Boullay-les-Troux (commune non irisée),GrandeCouronne,3812.5,86.1,29.6
930700115,Secteur 15,PetiteCouronne,6695.0,64.2,29.6
920770103,La Ronce,PetiteCouronne,5324.5,65.7,29.6
